"ASX code","Company name","GICs industry group","Listing date","Market Cap"
"KIN","KIN MINING NL","Materials","02/10/2013",71867183
"KKC","KKR CREDIT INCOME FUND","Not Applic","21/11/2019",683771828
"KKO","KINETIKO ENERGY LTD","Energy","21/07/2011",114602808
"KLI","KILLI RESOURCES LIMITED","Class Pend","10/02/2022",4680003
"KLL","KALIUM LAKES LIMITED","Materials","22/12/2016","SUSPENDED"
"KLR","KAILI RESOURCES LIMITED","Energy","06/03/1997",1474004
"KLS","KELSIAN GROUP LIMITED","Transportation","16/10/2013",1780459956
"KMD","KMD BRANDS LIMITED","Consumer Discretionary Distribution & Retail","13/11/2009",501500144
"KME","KIP MCGRATH EDUCATION CENTRES LIMITED","Consumer Services","15/08/2003",27284408
"KNB","KOONENBERRY GOLD LIMITED","Materials","28/09/2021",3352974
"KNG","KINGSLAND MINERALS LTD","Materials","14/06/2022",14574950
"KNI","KUNIKO LIMITED","Materials","24/08/2021",21476567
"KNM","KNEOMEDIA LIMITED","Media & Entertainment","24/06/1987",4599814
"KNO","KNOSYS LIMITED","Software & Services","09/09/2015",6484161
"KOB","KOBA RESOURCES LIMITED","Materials","04/05/2022",7590000
"KOR","KORAB RESOURCES LIMITED","Materials","31/08/2005",6239850
"KOV","KORVEST LTD","Capital Goods","17/09/1970",93357632
"KP2","KORE POTASH PLC","Materials","07/11/2017",35225929
"KPG","KELLY PARTNERS GROUP HOLDINGS LIMITED","Commercial & Professional Services","21/06/2017",216000000
"KPO","KALINA POWER LIMITED","Utilities","02/08/1971",9529606
"KRM","KINGSROSE MINING LIMITED","Materials","07/12/2007",33111167
"KRR","KING RIVER RESOURCES LIMITED","Materials","21/09/2007",23302874
"KSC","K & S CORPORATION LIMITED","Transportation","25/08/1971",335280008
"KSL","KINA SECURITIES LIMITED","Banks","30/07/2015",216636605
"KSN","KINGSTON RESOURCES LIMITED","Materials","05/03/1987",44816565
"KTA","KRAKATOA RESOURCES LIMITED","Materials","28/12/2012",16526121
"KTG","K-TIG LIMITED","Capital Goods","01/11/2012","SUSPENDED"
"KYP","KINATICO LTD","Software & Services","08/09/2015",41440606
"KZR","KALAMAZOO RESOURCES LIMITED","Materials","16/01/2017",21421184
"L1M","LIGHTNING MINERALS LTD","Materials","22/11/2022",7230285
"LAM","LARAMIDE RESOURCES LTD","Energy","30/04/2013",179870332
"LAU","LINDSAY AUSTRALIA LIMITED","Transportation","05/07/1994",359886896
"LAW","LAWFINANCE LIMITED","Financial Services","12/05/2000","SUSPENDED"
"LBL","LASERBOND LIMITED","Capital Goods","17/12/2007",97575676
"LBT","LBT INNOVATIONS LIMITED","Health Care Equipment & Services","31/07/2006",17338505
"LCE","LONDON CITY EQUITIES LIMITED","Financial Services","06/03/1987",15495624
"LCL","LCL RESOURCES LIMITED","Materials","02/10/2007",15091785
"LCY","LEGACY IRON ORE LIMITED","Materials","08/07/2008",102509219
"LDR","LODE RESOURCES LTD","Materials","02/07/2021",11746256
"LDX","LUMOS DIAGNOSTICS HOLDINGS LIMITED","Health Care Equipment & Services","05/07/2021",30803203
"LEG","LEGEND MINING LIMITED","Materials","25/08/1995",55185067
"LEL","LITHIUM ENERGY LIMITED","Materials","19/05/2021",58715700
"LEX","LEFROY EXPLORATION LIMITED","Materials","05/09/1991",33371298
"LFG","LIBERTY FINANCIAL GROUP","Financial Services","15/12/2020",1172682950
"LFS","LATITUDE GROUP HOLDINGS LIMITED","Financial Services","20/04/2021",1216421672
"LGI","LGI LIMITED","Utilities","04/10/2022",182768106
"LGL","LYNCH GROUP HOLDINGS LIMITED","Food, Beverage & Tobacco","06/04/2021",219719002
"LGM","LEGACY MINERALS HOLDINGS LIMITED","Materials","13/09/2021",12481825
"LGP","LITTLE GREEN PHARMA LTD","Pharmaceuticals, Biotechnology & Life Sciences","20/02/2020",37511655
"LHM","LAND & HOMES GROUP LIMITED","Real Estate Management & Development","05/10/2004",10493893
"LIC","LIFESTYLE COMMUNITIES LIMITED","Real Estate Management & Development","15/12/1998",1803403510
"LIN","LINDIAN RESOURCES LIMITED","Materials","02/03/2000",207346002
"LIO","LION ENERGY LIMITED","Energy","15/02/1972",7865600
"LIS","LI-S ENERGY LIMITED","Capital Goods","28/09/2021",124839045
"LIT","LITHIUM AUSTRALIA LIMITED","Materials","30/10/2007",36665750
"LKE","LAKE RESOURCES N.L.","Materials","29/08/2001",170693365
"LKODA","LAKES BLUE ENERGY NL","Energy","05/12/1985","SUSPENDED"
"LKY","LOCKSLEY RESOURCES LIMITED","Materials","08/07/2021",5133333
"LLC","LENDLEASE GROUP","Real Estate Management & Development","30/06/1962",4730877214
"LLI","LOYAL LITHIUM LIMITED","Materials","06/07/2021",32561469
"LLL","LEO LITHIUM LIMITED","Materials","23/06/2022","SUSPENDED"
"LLO","LION ONE METALS LIMITED","Materials","07/06/2013",196004229
"LM1","LEEUWIN METALS LTD","Materials","29/03/2023",12671668
"LM8","LUNNON METALS LIMITED","Materials","16/06/2021",141086557
"LMG","LATROBE MAGNESIUM LIMITED","Materials","18/12/1986",98617986
"LML","LINCOLN MINERALS LIMITED","Materials","09/03/2007",9316149
"LNK","LINK ADMINISTRATION HOLDINGS LIMITED","Commercial & Professional Services","27/10/2015",764253472
"LNR","LANTHANEIN RESOURCES LTD","Materials","09/04/2003",14580482
"LNU","LINIUS TECHNOLOGIES LIMITED","Software & Services","26/07/2011",11305727
"LNW","LIGHT & WONDER INC.","Consumer Services","22/05/2023",11946020591
"LOM","LUCAPA DIAMOND COMPANY LIMITED","Materials","19/12/2006",48945036
"LOT","LOTUS RESOURCES LIMITED","Materials","18/02/2009",500113960
"LOV","LOVISA HOLDINGS LIMITED","Consumer Discretionary Distribution & Retail","18/12/2014",2271734554
"LPD","LEPIDICO LTD","Materials","19/04/1994",64925618
"LPE","LOCALITY PLANNING ENERGY HOLDINGS LIMITED","Utilities","11/10/2011",8017032
"LPI","LITHIUM POWER INTERNATIONAL LIMITED","Materials","24/06/2016",341100837
"LPM","LITHIUM PLUS MINERALS LTD.","Materials","26/04/2022",50950900
"LRD","LORD RESOURCES LIMITED","Materials","07/04/2022",3232472
"LRK","LARK DISTILLING CO. LTD","Food, Beverage & Tobacco","12/11/2003",98072057
"LRL","LABYRINTH RESOURCES LIMITED","Materials","28/07/1971",5937719
"LRS","LATIN RESOURCES LIMITED","Materials","21/09/2010",526776178
"LRT","LOWELL RESOURCES FUND","Not Applic","22/03/2018",45040002
"LRV","LARVOTTO RESOURCES LIMITED","Materials","06/12/2021",5720807
"LSA","LACHLAN STAR LIMITED","Materials","28/07/1971",11208953
"LSF","L1 LONG SHORT FUND LIMITED","Not Applic","24/04/2018",1765454553
"LSR","LODESTAR MINERALS LIMITED","Materials","21/12/2007",10116987
"LSX","LION SELECTION GROUP LIMITED.","Not Applic","13/03/2013",64929357
"LTR","LIONTOWN RESOURCES LIMITED","Materials","27/12/2006",3172800029
"LU7","LITHIUM UNIVERSE LIMITED","Materials","19/10/2011",17792135
"LV1","LIVE VERDURE LTD","Food, Beverage & Tobacco","14/12/2020",34780932
"LVE","LOVE GROUP GLOBAL LTD","Software & Services","05/12/2014",4053417
"LVH","LIVEHIRE LIMITED","Software & Services","10/06/2016",21751201
"LVT","LIVETILES LIMITED","Software & Services","17/08/1999",7063864
"LYC","LYNAS RARE EARTHS LIMITED","Materials","11/09/1986",6010084580
"LYK","LYKOS METALS LIMITED","Materials","21/10/2021",5103000
"LYL","LYCOPODIUM LIMITED","Capital Goods","17/12/2004",415682764
"LYN","LYCAON RESOURCES LTD","Materials","17/11/2021",7049000
"M24","MAMBA EXPLORATION LIMITED","Materials","05/02/2021",2012450
"M2M","MT MALCOLM MINES NL","Materials","10/09/2021",3479679
"M2R","MIRAMAR RESOURCES LIMITED","Materials","22/10/2020",2828521
"M3M","M3 MINING LIMITED","Materials","29/07/2021",2883825
"M4M","MACRO METALS LIMITED","Materials","16/01/1987",7404233
"M7T","MACH7 TECHNOLOGIES LIMITED","Health Care Equipment & Services","30/11/2005",172451599
"M8S","M8 SUSTAINABLE LIMITED","Commercial & Professional Services","11/12/2019","SUSPENDED"
"MAD","MADER GROUP LIMITED","Commercial & Professional Services","01/10/2019",1394000000
"MAF","MA FINANCIAL GROUP LIMITED","Financial Services","10/04/2017",961208461
"MAG","MAGMATIC RESOURCES LIMITED","Materials","19/05/2017",17424489
"MAH","MACMAHON HOLDINGS LIMITED","Materials","01/12/1983",377122518
"MAM","MICROEQUITIES ASSET MANAGEMENT GROUP LIMITED","Financial Services","30/04/2018",67729193
"MAN","MANDRAKE RESOURCES LIMITED","Materials","29/05/1987",24630397
"MAP","MICROBA LIFE SCIENCES LIMITED","Health Care Equipment & Services","05/04/2022",98527435
"MAQ","MACQUARIE TECHNOLOGY GROUP LIMITED","Software & Services","27/09/1999",1622058577
"MAT","MATSA RESOURCES LIMITED","Materials","20/04/2005",12445525
"MAU","MAGNETIC RESOURCES NL","Materials","05/04/2007",258758406
"MAUCA","MAGNETIC RESOURCES NL","Materials","05/04/2007",258758406
"MAY","MELBANA ENERGY LIMITED","Energy","27/03/1998",239284491
"MBH","MAGGIE BEER HOLDINGS LTD","Food, Beverage & Tobacco","27/08/2004",29604953
"MBK","METAL BANK LIMITED","Materials","02/03/2011",10104174
"MBX","MY FOODIE BOX LIMITED","Consumer Staples Distribution & Retail","07/01/2022","SUSPENDED"
"MCA","MURRAY COD AUSTRALIA LIMITED","Food, Beverage & Tobacco","30/03/2011",111034241
"MCE","MATRIX COMPOSITES & ENGINEERING LIMITED","Energy","16/11/2009",68060675
"MCL","MIGHTY CRAFT LIMITED","Consumer Services","17/12/2019",6559965
"MCM","MC MINING LIMITED","Energy","24/04/1980",57104704
"MCP","MCPHERSON'S LIMITED","Household & Personal Products","30/06/1962",71974571
"MCT","METALICITY LIMITED","Materials","21/12/2005",8502172
"MCX","MARINER CORPORATION LIMITED","Financial Services","20/06/1986","SUSPENDED"
"MCY","MERCURY NZ LIMITED","Utilities","10/05/2013",8069117986
"MDC","MEDLAB CLINICAL LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","14/07/2015","SUSPENDED"
"MDI","MIDDLE ISLAND RESOURCES LIMITED","Materials","16/12/2010",3917772
"MDR","MEDADVISOR LIMITED","Health Care Equipment & Services","26/05/2011",114855263
"MDX","MINDAX LIMITED","Materials","08/12/2004",98186821
"ME1","MELODIOL GLOBAL HEALTH LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","20/10/2016",9225840
"MEA","MCGRATH LIMITED","Real Estate Management & Development","07/12/2015",65626317
"MEC","MORPHIC ETHICAL EQUITIES FUND LIMITED","Financial Services","03/05/2017",47553050
"MEG","MEGADO MINERALS LTD","Materials","27/10/2020",6361389
"MEI","METEORIC RESOURCES NL","Materials","16/07/2004",398539911
"MEK","MEEKA METALS LIMITED","Materials","21/12/1999",52182193
"MEL","METGASCO LTD","Energy","23/12/2004",10638867
"MEM","MEMPHASYS LIMITED.","Pharmaceuticals, Biotechnology & Life Sciences","14/05/2007",12473765
"MEU","MARMOTA LIMITED","Energy","21/11/2007",52940029
"MEZ","MERIDIAN ENERGY LIMITED","Utilities","29/10/2013",12545531162
"MFD","MAYFIELD CHILDCARE LIMITED","Consumer Services","30/11/2016",44086076
"MFF","MFF CAPITAL INVESTMENTS LIMITED","Not Applic","19/12/2006",1744585721
"MFG","MAGELLAN FINANCIAL GROUP LIMITED","Financial Services","01/07/2004",1417500143
"MGA","METALSGROVE MINING LTD","Materials","06/07/2022",3953250
"MGF","MAGELLAN GLOBAL FUND.","Not Applic","30/11/2020",2640813373
"MGH","MAAS GROUP HOLDINGS LIMITED","Capital Goods","04/12/2020",1187083357
"MGL","MAGONTEC LIMITED","Materials","07/07/1983",31798767
"MGR","MIRVAC GROUP","Equity Real Estate Investment Trusts (REITs)","16/06/1999",8286306456
"MGT","MAGNETITE MINES LIMITED.","Materials","06/04/2006",29529509
"MGU","MAGNUM MINING AND EXPLORATION LIMITED","Materials","23/04/1987",20900396
"MGX","MOUNT GIBSON IRON LIMITED","Materials","12/02/1976",631498053
"MHC","MANHATTAN CORPORATION LIMITED","Energy","29/01/2008",11747919
"MHI","MERCHANT HOUSE INTERNATIONAL LIMITED","Consumer Durables & Apparel","31/10/1994",4807591
"MHJ","MICHAEL HILL INTERNATIONAL LIMITED","Consumer Discretionary Distribution & Retail","07/07/2016",313468530
"MHK","METAL HAWK LIMITED.","Materials","19/11/2020",15906311
"MI6","MINERALS 260 LIMITED","Materials","12/10/2021",67860000
"MIL","MILLENNIUM SERVICES GROUP LIMITED","Commercial & Professional Services","19/11/2015",29241221
"MIN","MINERAL RESOURCES LIMITED","Materials","28/07/2006",11656533480
"MIO","MACARTHUR MINERALS LIMITED","Materials","06/12/2019",24106756
"MIR","MIRRABOOKA INVESTMENTS LIMITED","Not Applic","28/06/2001",549705361
"MKG","MAKO GOLD LIMITED","Materials","16/04/2018",5961685
"MKL","MIGHTY KINGDOM LIMITED","Media & Entertainment","21/04/2021",7614780
"MKR","MANUKA RESOURCES LTD.","Materials","14/07/2020",29251043
"MKT","THE MARKET LIMITED","Media & Entertainment","15/09/2016",89872323
"MLG","MLG OZ LIMITED","Materials","04/05/2021",80002819
"MLM","METALLICA MINERALS LIMITED","Materials","23/11/2004",23038174
"MLS","METALS AUSTRALIA LTD","Materials","23/01/1986",20593194
"MLX","METALS X LIMITED","Materials","26/08/2004",235889177
"MM1","MIDAS MINERALS LTD","Materials","07/09/2021",10843406
"MM8","MEDALLION METALS LIMITED.","Materials","22/03/2021",20612661
"MMA","MARONAN METALS LIMITED","Materials","29/04/2022",30001390
"MMC","MITRE MINING CORPORATION LIMITED","Materials","30/09/2021",12244527
"MME","MONEYME LIMITED","Financial Services","12/12/2019",58405729
"MMI","METRO MINING LIMITED","Materials","04/12/2009",78574686
"MMM","MARLEY SPOON SE","Consumer Staples Distribution & Retail","02/07/2018",3531732
"MMR","MEC RESOURCES LIMITED","Energy","29/05/2006","SUSPENDED"
"MMS","MCMILLAN SHAKESPEARE LIMITED","Commercial & Professional Services","15/03/2004",1221538641
"MNB","MINBOS RESOURCES LIMITED","Materials","18/10/2010",67255124
"MND","MONADELPHOUS GROUP LIMITED","Capital Goods","28/03/1991",1395559886
"MNS","MAGNIS ENERGY TECHNOLOGIES LTD","Materials","25/10/2005",50378922
"MOH","MOHO RESOURCES LIMITED","Materials","07/11/2018",4823470
"MOM","MOAB MINERALS LIMITED","Materials","15/01/1987",5088744
"MOT","METRICS INCOME OPPORTUNITIES TRUST","Not Applic","29/04/2019",562075363
"MOV","MOVE LOGISTICS GROUP LIMITED","Transportation","01/07/2022",68667226
"MOZ","MOSAIC BRANDS LIMITED","Consumer Discretionary Distribution & Retail","11/05/2000",19635709
"MP1","MEGAPORT LIMITED","Software & Services","17/12/2015",1597613092
"MPA","MAD PAWS HOLDINGS LIMITED","Consumer Services","26/03/2021",34892054
"MPK","MANY PEAKS MINERALS LTD","Materials","16/03/2022",5988372
"MPL","MEDIBANK PRIVATE LIMITED","Insurance","25/11/2014",9694091405
"MPP","METRO PERFORMANCE GLASS LIMITED","Capital Goods","30/07/2014",25026042
"MPR","MPOWER GROUP LIMITED","Financial Services","01/01/1974",6530362
"MPX","MUSTERA PROPERTY GROUP LIMITED","Real Estate Management & Development","28/11/2014",36058783
"MQG","MACQUARIE GROUP LIMITED","Financial Services","05/11/2007",66021823886
"MQR","MARQUEE RESOURCES LIMITED","Materials","15/03/2017",10334610
"MRC","MINERAL COMMODITIES LTD","Materials","14/08/1981",27565233
"MRD","MOUNT RIDLEY MINES LIMITED","Materials","15/09/2004",19462207
"MRI","MY REWARDS INTERNATIONAL LIMITED","Commercial & Professional Services","11/02/2022","SUSPENDED"
"MRL","MAYUR RESOURCES LIMITED","Materials","21/09/2017",73822604
"MRM","MMA OFFSHORE LIMITED","Energy","21/06/1999",608391022
"MRQ","MRG METALS LIMITED","Materials","08/06/2011",4411837
"MRR","MINREX RESOURCES LIMITED","Materials","11/11/2011",18442748
"MRZ","MONT ROYAL RESOURCES LIMITED","Materials","07/05/2019",13604767
"MSB","MESOBLAST LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","16/12/2004",260545544
"MSG","MCS SERVICES LIMITED","Commercial & Professional Services","17/01/2012",3961993
"MSI","MULTISTACK INTERNATIONAL LIMITED","Capital Goods","11/02/1993",681520
"MSV","MITCHELL SERVICES LIMITED","Materials","02/08/2011",77441608
"MTB","MOUNT BURGESS MINING NL","Materials","05/09/1985",3554764
"MTC","METALSTECH LIMITED","Materials","24/02/2017",27398416
"MTH","MITHRIL RESOURCES LIMITED","Materials","18/11/2002","SUSPENDED"
"MTL","MANTLE MINERALS LIMITED","Materials","11/07/2000",21516060
"MTM","MTM CRITICAL METALS LIMITED","Materials","15/07/2021",2384090
"MTO","MOTORCYCLE HOLDINGS LIMITED","Consumer Discretionary Distribution & Retail","29/04/2016",153517404
"MTS","METCASH LIMITED","Consumer Staples Distribution & Retail","08/04/2005",3517416241
"MVF","MONASH IVF GROUP LIMITED","Health Care Equipment & Services","26/06/2014",520162511
"MVL","MARVEL GOLD LIMITED","Materials","14/06/2016",6910326
"MVP","MEDICAL DEVELOPMENTS INTERNATIONAL LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","15/12/2003",62571284
"MWY","MIDWAY LIMITED","Materials","08/12/2016",75109151
"MX1","MICRO-X LIMITED","Health Care Equipment & Services","22/12/2015",62167694
"MXC","MGC PHARMACEUTICALS LTD","Pharmaceuticals, Biotechnology & Life Sciences","21/12/2006",21894979
"MXI","MAXIPARTS LIMITED","Capital Goods","07/12/1994",132098659
"MXO","MOTIO LTD","Media & Entertainment","09/05/2011",8045950
"MXR","MAXIMUS RESOURCES LIMITED","Materials","26/10/2005",13144836
"MXT","METRICS MASTER INCOME TRUST","Not Applic","09/10/2017",1982280784
"MYE","METAROCK GROUP LIMITED","Materials","07/05/2010",32137002
"MYG","MAYFIELD GROUP HOLDINGS LIMITED","Capital Goods","30/10/1986",42562081
"MYR","MYER HOLDINGS LIMITED","Consumer Discretionary Distribution & Retail","02/11/2009",490777506
"MYS","MYSTATE LIMITED","Banks","10/09/2009",336339522
"MYX","MAYNE PHARMA GROUP LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","29/06/2007",498535328
"MZZ","MATADOR MINING LIMITED","Materials","08/03/2017",24444699
"N1H","N1 HOLDINGS LIMITED","Financial Services","18/03/2016",15850003
"NAB","NATIONAL AUSTRALIA BANK LIMITED","Banks","31/01/1962",91549772943
"NAC","NAOS EX-50 OPPORTUNITIES COMPANY LIMITED","Not Applic","12/11/2014",37483575
"NAE","NEW AGE EXPLORATION LIMITED","Energy","18/02/1994",12557292
"NAG","NAGAMBIE RESOURCES LIMITED","Materials","23/06/2006",17451789
"NAM","NAMOI COTTON LIMITED","Commercial & Professional Services","06/04/1998",98294772
"NAN","NANOSONICS LIMITED","Health Care Equipment & Services","17/05/2007",1326191371
"NBI","NB GLOBAL CORPORATE INCOME TRUST","Not Applic","26/09/2018",627838851
"NC1","NICO RESOURCES LIMITED","Materials","19/01/2022",31668167
"NC6","NANOLLOSE LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","18/10/2017",3654386
"NCC","NAOS EMERGING OPPORTUNITIES COMPANY LIMITED","Not Applic","26/02/2013",47425305
"NCK","NICK SCALI LIMITED","Consumer Discretionary Distribution & Retail","26/05/2004",894240000
"NCR","NUCOAL RESOURCES LIMITED","Materials","31/05/1996","SUSPENDED"
"NDO","NIDO EDUCATION LIMITED","Consumer Services","16/10/2023",214450117
"NEC","NINE ENTERTAINMENT CO. HOLDINGS LIMITED","Media & Entertainment","06/12/2013",3195621717
"NEM","NEWMONT CORPORATION","Materials","27/10/2023",68634223017
"NES","NELSON RESOURCES LIMITED.","Materials","07/12/2017",3067972
"NET","NETLINKZ LIMITED","Software & Services","13/01/2011",28940227
"NEU","NEUREN PHARMACEUTICALS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","03/02/2005",2069899100
"NFL","NORFOLK METALS LIMITED","Materials","22/03/2022",9500000
"NGE","NGE CAPITAL LIMITED","Not Applic","28/12/2007",31533635
"NGI","NAVIGATOR GLOBAL INVESTMENTS LIMITED","Financial Services","28/04/2006",311925772
"NGL","NIGHTINGALE INTELLIGENT SYSTEMS INC","Capital Goods","18/11/2022",5995028
"NGS","NUTRITIONAL GROWTH SOLUTIONS LTD","Household & Personal Products","30/10/2020",3014729
"NGX","NGX LIMITED","Materials","16/06/2023",12232598
"NGY","NUENERGY GAS LIMITED","Energy","15/01/1987",26657199
"NHC","NEW HOPE CORPORATION LIMITED","Energy","16/09/2003",4218223965
"NHE","NOBLE HELIUM LIMITED","Energy","08/04/2022",61000566
"NHF","NIB HOLDINGS LIMITED","Insurance","05/11/2007",3869371272
"NIC","NICKEL INDUSTRIES LIMITED","Materials","20/08/2018",3021495965
"NIM","NIMY RESOURCES LIMITED","Materials","22/11/2021",30054838
"NIS","NICKELSEARCH LIMITED","Materials","18/10/2021",17904401
"NKL","NICKELX LIMITED","Materials","07/05/2021",5268910
"NME","NEX METALS EXPLORATION LIMITED","Materials","06/12/2007",7755716
"NML","NAVARRE MINERALS LIMITED","Materials","31/03/2011","SUSPENDED"
"NMR","NATIVE MINERAL RESOURCES HOLDINGS LIMITED","Materials","16/11/2020",5243763
"NMT","NEOMETALS LTD","Materials","10/07/2002",115174620
"NNG","NEXION GROUP LTD","Software & Services","18/02/2021",3034618
"NNL","NORDIC NICKEL LIMITED","Materials","01/06/2022",18436001
"NOL","NOBLEOAK LIFE LIMITED","Insurance","22/07/2021",152901758
"NOR","NORWOOD SYSTEMS LIMITED","Software & Services","27/06/1995",16275859
"NOU","NOUMI LIMITED","Food, Beverage & Tobacco","07/11/1985",29096478
"NOV","NOVATTI GROUP LIMITED","Software & Services","18/01/2016",27431180
"NOX","NOXOPHARM LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","09/08/2016",29223795
"NPMDA","NEWPEAK METALS LIMITED","Materials","11/04/2011","--"
"NPR","NEWMARK PROPERTY REIT","Equity Real Estate Investment Trusts (REITs)","06/12/2021",178923573
"NRX","NORONEX LIMITED","Materials","15/11/2017",4917923
"NRZ","NEURIZER LTD","Materials","17/03/2005",28489136
"NSB","NEUROSCIENTIFIC BIOPHARMACEUTICALS LTD","Pharmaceuticals, Biotechnology & Life Sciences","27/07/2018",7230244
"NSC","NAOS SMALL CAP OPPORTUNITIES COMPANY LIMITED","Not Applic","25/03/2004",88199485
"NSM","NORTH STAWELL MINERALS LTD","Materials","24/09/2020",8408890
"NSR","NATIONAL STORAGE REIT","Equity Real Estate Investment Trusts (REITs)","19/12/2013",3157820380
"NST","NORTHERN STAR RESOURCES LTD","Materials","17/12/2003",14376756161
"NSX","NSX LIMITED","Financial Services","13/01/2005",11634744
"NTD","NATIONAL TYRE & WHEEL LIMITED","Consumer Discretionary Distribution & Retail","15/12/2017",101272751
"NTI","NEUROTECH INTERNATIONAL LIMITED","Health Care Equipment & Services","04/11/2016",53178569
"NTL","NEW TALISMAN GOLD MINES LIMITED","Materials","28/05/1987",7506002
"NTM","NT MINERALS LIMITED","Materials","22/12/1993",6019320
"NTU","NORTHERN MINERALS LIMITED","Materials","15/11/2006",201121310
"NUC","NUCHEV LIMITED","Food, Beverage & Tobacco","09/12/2019",16037383
"NUF","NUFARM LIMITED","Materials","10/11/1988",1817488033
"NUH","NUHEARA LIMITED","Technology Hardware & Equipment","05/03/2010",28798893
"NVA","NOVA MINERALS LIMITED","Materials","11/06/1987",59049189
"NVO","NOVO RESOURCES CORP.","Materials","11/09/2023",56421000
"NVQ","NOVIQTECH LIMITED","Software & Services","13/12/2018",3928336
"NVU","NANOVEU LIMITED","Technology Hardware & Equipment","30/11/2018",9081486
"NVX","NOVONIX LIMITED","Technology Hardware & Equipment","02/12/2015",332261531
"NWC","NEW WORLD RESOURCES LIMITED","Materials","21/09/2005",85946198
"NWF","NEWFIELD RESOURCES LIMITED","Materials","08/06/2012","--"
"NWH","NRW HOLDINGS LIMITED","Capital Goods","05/09/2007",1268534736
"NWL","NETWEALTH GROUP LIMITED","Financial Services","20/11/2017",3633552471
"NWM","NORWEST MINERALS LIMITED","Materials","29/11/2018",8627085
"NWS","NEWS CORPORATION..","Media & Entertainment","19/06/2013",19764128045
"NWSLV","NEWS CORPORATION..","Media & Entertainment","19/06/2013",19764128045
"NXD","NEXTED GROUP LIMITED","Consumer Services","24/08/2009",155061741
"NXG","NEXGEN ENERGY (CANADA) LTD","Energy","02/07/2021",5311919496
"NXL","NUIX LIMITED","Software & Services","04/12/2020",583641183
"NXM","NEXUS MINERALS LIMITED","Materials","23/02/2007",20231127
"NXS","NEXT SCIENCE LIMITED","Health Care Equipment & Services","18/04/2019",65631398
"NXT","NEXTDC LIMITED","Software & Services","13/12/2010",6949878356
"NYM","NARRYER METALS LIMITED","Materials","14/04/2022",4749094
"NYR","NYRADA INC.","Pharmaceuticals, Biotechnology & Life Sciences","16/01/2020",3120174
"NZK","NEW ZEALAND KING SALMON INVESTMENTS LIMITED","Food, Beverage & Tobacco","19/10/2016",102876395
"NZM","NZME LIMITED","Media & Entertainment","27/06/2016",150809163
"NZO","NEW ZEALAND OIL & GAS LIMITED","Energy","25/09/2020",82861810
"NZS","NEW ZEALAND COASTAL SEAFOODS LIMITED","Food, Beverage & Tobacco","19/06/2007",3334020
"OAK","OAKRIDGE INTERNATIONAL LIMITED","Software & Services","22/06/2007",897570
"OAR","OAR RESOURCES LIMITED","Materials","17/12/1998",10587773
"OAU","ORA GOLD LIMITED","Materials","22/03/2001",33733005
"OBL","OMNI BRIDGEWAY LIMITED","Financial Services","28/01/2000",394061990
"OBM","ORA BANDA MINING LTD","Materials","29/10/2002",392516820
"OCA","OCEANIA HEALTHCARE LIMITED","Health Care Equipment & Services","05/05/2017",483667358
"OCC","ORTHOCELL LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","12/08/2014",81699616
"OCL","OBJECTIVE CORPORATION LIMITED","Software & Services","17/08/2000",1142463792
"OCN","OCEANA LITHIUM LIMITED","Materials","01/07/2022",10594740
"OCT","OCTAVA MINERALS LIMITED","Materials","16/09/2022",2938532
"OD6","OD6 METALS LIMITED","Materials","22/06/2022",16392119
"ODA","ORCODA LIMITED","Software & Services","15/09/1986",45672409
"ODE","ODESSA MINERALS LIMITED","Materials","03/07/1986",8346260
"ODY","ODYSSEY GOLD LTD","Materials","30/11/2005",20669521
"OEC","ORBITAL CORPORATION LIMITED","Capital Goods","24/01/1989",16767774
"OEL","OTTO ENERGY LIMITED","Energy","22/12/2004",81515166
"OEQ","ORION EQUITIES LIMITED","Financial Services","19/11/1970",1439729
"OFX","OFX GROUP LIMITED","Financial Services","11/10/2013",355533876
"OIL","OPTISCAN IMAGING LIMITED","Health Care Equipment & Services","08/08/1997",79338376
"OJC","THE ORIGINAL JUICE CO. LTD","Food, Beverage & Tobacco","29/06/2012",32404987
"OKJ","OAKAJEE CORPORATION LIMITED","Materials","11/06/2008",2103259
"OLH","OLDFIELDS HOLDINGS LIMITED","Capital Goods","15/06/1960",8989018
"OLI","OLIVER'S REAL FOOD LIMITED","Consumer Services","21/06/2017",9255370
"OLL","OPENLEARNING LIMITED","Software & Services","12/12/2019",5357382
"OLY","OLYMPIO METALS LIMITED","Commercial & Professional Services","12/09/2017",11033992
"OM1","OMNIA METALS GROUP LTD","Materials","02/03/2022","SUSPENDED"
"OMA","OMEGA OIL & GAS LIMITED","Energy","25/10/2022",48263226
"OMH","OM HOLDINGS LIMITED","Materials","12/03/1998",352478128
"OML","OOH!MEDIA LIMITED","Media & Entertainment","17/12/2014",751599894
"OMX","ORANGE MINERALS NL","Materials","08/12/2021",3001256
